DateTime, CaseName, Status, Mode, Number, LoadMult, NumDevices, NumBuses, NumNodes, Iterations, ControlMode, ControlIterations, MostIterationsDone, Year, Hour, MaxPuVoltage, MinPuVoltage, TotalMW, TotalMvar, MWLosses, pctLosses, MvarLosses, Frequency
"10/05/2016 22:48:06", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"10/05/2016 22:50:54", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"10/05/2016 23:03:31", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"10/05/2016 23:14:47", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"10/05/2016 23:29:12", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"10/05/2016 23:31:29", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"10/05/2016 23:31:40", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"10/05/2016 23:34:35", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"10/05/2016 23:37:50", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"10/05/2016 23:41:18", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"10/05/2016 23:47:25", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:04:37", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:05:08", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:12:12", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:12:25", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:27:39", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:28:41", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:43:34", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:44:05", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:44:19", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:47:26", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:47:56", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:49:23", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:50:14", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 00:58:59", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 01:04:47", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 01:07:48", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 01:09:23", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 01:14:10", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 01:16:32", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 01:23:35", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 01:33:01", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 01:39:05", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 02:00:54", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 02:02:18", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 02:06:05", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 02:49:03", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 02:51:01", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 02:51:48", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 02:53:21", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 02:54:40", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 03:35:56", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 04:00:11", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 15:32:42", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 15:38:26", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 15:45:31", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 15:49:04", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 16:02:41", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 16:07:45", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 16:10:06", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 16:15:45", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 16:15:56", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 16:52:03", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"11/05/2016 16:54:24", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"12/05/2016 16:59:38", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"12/05/2016 17:09:00", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:21:13", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:26:35", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:30:46", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:47:15", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:48:41", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:50:14", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:53:50", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:54:10", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:54:23", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:54:38", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:55:13", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 14:56:30", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:08:10", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:13:20", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:14:28", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:16:03", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:18:49", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:19:40", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:23:58", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:27:00", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:27:11", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:37:32", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:38:16", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 15:40:00", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 16:08:40", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 16:11:51", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 16:16:13", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 16:22:15", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 16:26:09", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 17:10:19", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 17:15:22", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 17:19:53", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 17:20:01", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 17:52:53", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 18:18:21", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 18:30:31", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 18:33:30", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 18:33:45", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 18:33:56", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 20:50:14", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 20:55:40", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 21:03:38", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 23:48:13", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 21, STATIC, 10, 3, 0, 0, 1.046, 0.99066, 3.62765, 1.29349, 0.094859, 2.615, 0.158834, 50
"13/05/2016 23:56:18", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 3, OFF, 1, 3, 0, 0, 1.046, 0.99065, 3.62769, 1.29351, 0.0948615, 2.615, 0.158838, 50
"13/05/2016 23:59:57", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 3, OFF, 1, 3, 0, 0, 1.046, 0.99065, 3.62769, 1.29351, 0.0948615, 2.615, 0.158838, 50
"14/05/2016 16:41:57", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 3, OFF, 1, 3, 0, 0, 1.046, 0.99065, 3.62769, 1.29351, 0.0948615, 2.615, 0.158838, 50
"14/05/2016 16:43:02", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 3, OFF, 1, 3, 0, 0, 1.046, 0.99065, 3.62769, 1.29351, 0.0948615, 2.615, 0.158838, 50
"14/05/2016 16:46:19", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 3, OFF, 1, 3, 0, 0, 1.046, 0.99065, 3.62769, 1.29351, 0.0948615, 2.615, 0.158838, 50
"14/05/2016 16:48:46", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 3, OFF, 1, 3, 0, 0, 1.046, 0.99065, 3.62769, 1.29351, 0.0948615, 2.615, 0.158838, 50
"14/05/2016 16:52:50", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 3, OFF, 1, 3, 0, 0, 1.046, 0.99065, 3.62769, 1.29351, 0.0948615, 2.615, 0.158838, 50
"14/05/2016 16:54:08", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 3, OFF, 1, 3, 0, 0, 1.046, 0.99065, 3.62769, 1.29351, 0.0948615, 2.615, 0.158838, 50
"14/05/2016 16:54:17", ieee123, SOLVED, Snap, 100,    1.000, 246, 132, 278, 3, OFF, 1, 3, 0, 0, 1.046, 0.99065, 3.62769, 1.29351, 0.0948615, 2.615, 0.158838, 50
